,activity_year_x,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,tax_id,agency_code,respondent_name,respondent_state,respondent_city,respondent_zip_code
1879,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001425101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,305000.0,,,,3,,,,,,,,12.0,2,2,2,2,495000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,1582,39.25,119200,87,686,150,40,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1880,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001407700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,375000.0,,,,3,,,,,,,,12.0,2,2,2,2,805000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4126,74.01999999999998,119200,96,1170,1816,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1881,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001407000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,31,1,1,1,2,325000.0,,,,3,,,,,,,,12.0,2,2,2,2,575000.0,1,1,3,5,1,,60.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,2,1,6,,,,,5,,,,5847,87.65,119200,38,888,1692,73,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1882,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001405901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,505000.0,,2.884,,3,,,,,,,,12.0,2,2,2,2,775000.0,1,1,3,5,2,,16.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4052,95.11,119200,34,345,910,71,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1883,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001400800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,2,0,2,2,2,1,1,1,2,555000.0,,2.837,,3,,,,,,,,12.0,2,2,2,2,965000.0,1,1,3,5,1,,15.0,,9,10,3.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,3527,61.55,119200,75,588,1277,68,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1884,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001438204,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,415000.0,,3.164,,3,,,,,,,,12.0,2,2,2,2,645000.0,1,1,3,5,1,,19.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5355,82.04999999999998,119200,82,1431,1764,38,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1885,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001428200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,465000.0,,2.671,,3,,,,,,,,12.0,2,2,2,2,1055000.0,1,1,3,5,1,,37.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,6653,49.62,119200,139,1581,2256,63,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1886,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001420300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,31,1,1,1,2,375000.0,,2.833,,3,,,,,,,,12.0,2,2,2,2,605000.0,1,1,3,5,1,,47.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4564,62.62,119200,100,949,1210,53,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1887,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001450750,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,2,31,1,1,1,2,415000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,26.0,,9,9,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4312,58.53,119200,119,942,757,11,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1888,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001435900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,415000.0,,2.83,,3,,,,,,,,12.0,2,2,2,2,675000.0,1,1,3,5,1,,44.0,,9,9,3.0,,,,,2.0,,,,,2,2,6.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,5390,64.95,119200,95,1205,1691,0,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1889,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001433300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,2,31,1,1,1,2,465000.0,,4.807,,3,,,,,,,,12.0,2,2,2,2,635000.0,1,1,3,5,1,,0.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,7215,76.22,119200,80,1790,2228,60,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1890,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001408500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,31,1,1,1,2,265000.0,,,,3,,,,,,,,12.0,2,2,2,2,465000.0,1,1,3,5,1,,18.0,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,1,,,,5660,98.8,119200,53,560,1656,63,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1891,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001427800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,2,31,1,1,1,2,455000.0,,,,3,,,,,,,,12.0,2,2,2,2,835000.0,1,1,3,5,1,,22.0,,9,9,2.0,,,,,2.0,,,,,2,2,2.0,,,,,2.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,1,,,,5143,45.83,119200,114,739,1637,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1892,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001404101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,31,1,1,1,2,375000.0,,,,3,,,,,,,,12.0,2,2,2,2,655000.0,1,1,3,5,1,,30.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,4,,,,2986,28.33,119200,125,629,885,73,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1893,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001405401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,2,2,1,1,1,2,385000.0,,,,3,,,,,,,,12.0,2,2,2,2,785000.0,1,1,3,5,1,,23.0,,9,9,2.0,,,,,2.0,,,,,2,2,2.0,,,,,2.0,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,1,,,,4138,84.22,119200,40,181,647,68,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1894,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001405401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,2,2,1,1,1,2,415000.0,,,,3,,,,,,,,12.0,2,2,2,2,775000.0,1,1,3,5,1,,32.0,,9,9,2.0,,,,,2.0,,,,,2,2,2.0,,,,,2.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,6,,,,,1,,,,4138,84.22,119200,40,181,647,68,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1895,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001433300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,435000.0,,2.914,,3,,,,,,,,12.0,2,2,2,2,635000.0,1,1,3,5,1,,20.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,7215,76.22,119200,80,1790,2228,60,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1896,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001420100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,2,31,1,1,1,2,425000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,9.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2487,33.98,119200,136,555,813,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1897,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001409100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,265000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,2217,97.97,119200,41,385,695,67,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1898,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001435103,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,495000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,34.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,6690,69.93,119200,174,1990,2205,21,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1899,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001407700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Male,1,2,2,2,31,1,1,1,2,455000.0,,2.29,,3,,,,,,,,12.0,2,2,2,2,765000.0,1,1,3,5,1,,38.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,5.0,,,,,2,2,1,1,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4126,74.01999999999998,119200,96,1170,1816,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1900,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001433200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,2,31,1,1,1,2,425000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,16.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,7375,80.93999999999998,119200,59,1116,1575,44,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1901,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001432100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,365000.0,,2.289,,3,,,,,,,,12.0,2,2,2,2,595000.0,1,1,3,5,1,,19.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3789,59.44,119200,119,1095,1344,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1902,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001407700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,465000.0,,3.06,,3,,,,,,,,,2,2,2,2,885000.0,1,1,3,5,1,,56.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4126,74.01999999999998,119200,96,1170,1816,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1903,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001407700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,395000.0,,,,3,,,,,,,,12.0,2,2,2,2,705000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4126,74.01999999999998,119200,96,1170,1816,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1904,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001436100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,405000.0,,,,3,,,,,,,,12.0,2,2,2,2,705000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6231,79.51,119200,89,1053,1443,59,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1905,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001451201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,1,1,1,1,2,2,325000.0,,7.25,,3,,,,,,,,,2,2,2,2,685000.0,1,1,3,5,1,,44.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,2,1,6,,,,,10,,,,6955,39.58,119200,110,1755,2338,33,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1906,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001432300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,12.0,2,2,2,2,725000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4778,82.11,119200,104,1104,1555,63,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1907,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001441602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,315000.0,,,,3,,,,,,,,12.0,2,2,2,2,545000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,8002,79.79,119200,96,1202,1460,43,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1908,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001427200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,2,1,1,1,2,485000.0,,,,3,,,,,,,,12.0,2,2,2,2,1075000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4157,57.61,119200,75,671,1415,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1909,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001430400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,425000.0,,,,3,,,,,,,,12.0,2,2,2,2,765000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2055,41.8,119200,130,678,758,56,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1910,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001427700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,445000.0,,2.789,,3,,,,,,,,12.0,2,2,2,2,1165000.0,1,1,3,5,1,,48.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4979,47.78,119200,94,833,1477,61,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1911,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001423700,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,1,2,2,1235000.0,,,,3,,,,,,,,,2,2,2,2,2005000.0,1,1,3,5,1,,52.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,6,,,,4048,34.44,119200,159,548,797,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1912,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001428000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,1,31,1,1,2,2,555000.0,,7.25,,3,,,,,,,,,2,2,2,2,1065000.0,1,1,3,5,1,,24.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,3116,67.23,119200,74,249,726,67,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1913,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001427300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,395000.0,,,,3,,,,,,,,12.0,2,2,2,2,725000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5125,64.96,119200,88,895,1661,66,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1914,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001433300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,12.0,2,2,2,2,695000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7215,76.22,119200,80,1790,2228,60,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1915,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001450602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,455000.0,,,,3,,,,,,,,12.0,2,2,2,2,735000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,9625,41.21,119200,154,2292,2862,33,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1916,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001433102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,455000.0,,,,3,,,,,,,,12.0,2,2,2,2,675000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3842,76.59999999999998,119200,80,808,1244,59,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1917,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001408300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,555000.0,,,,3,,,,,,,,12.0,2,2,2,2,785000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4557,71.85,119200,84,1127,1589,71,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1918,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001404300,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,1,31,1,1,2,2,795000.0,,4.99,,3,,,,,,,,,2,2,2,2,2175000.0,1,1,3,5,1,,39.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3397,33.21,119200,205,1050,1182,47,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1919,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001408100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,2,2,1,31,1,1,2,2,665000.0,,7.3,,3,,,,,,,,,2,2,2,2,1475000.0,1,1,3,5,1,,95.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,1,1,1,2,1,1,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6023,64.52,119200,143,2138,2524,39,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1920,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001401400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,455000.0,,,,3,,,,,,,,12.0,2,2,2,2,805000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4190,86.20999999999998,119200,32,276,1231,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1921,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001405700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,31,1,1,1,2,485000.0,,3.46,,3,,,,,,,,12.0,2,2,2,2,775000.0,1,1,3,5,2,,37.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,3352,90.87,119200,47,332,1020,69,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
1922,2020,5493001FXF3J5C0QWQ87,36084,CA,06001,06001405700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,31,1,1,2,2,445000.0,,,,3,,,,,,,,,2,2,2,2,665000.0,1,1,3,5,1,,37.0,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,6,,,,3352,90.87,119200,47,332,1020,69,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
